xR,xEGF,xRa,xR2,xRP,xPLCg,xRPL,xRPLP,xPLCgP,xGrb,xRG,xSOS,xRGS,xGS,xShc,xRSh,xRShP,xShP,xRShG,xShG,xRShGS,xShGS,xPLCgPI,xe1,xerp,xe2,xeplcg,xe3,xeshp
-0.6035094,-0.6035094,-14.411036,-26.692076,-2.1517181,3.883595,21.797058,18.851624,1.9561939,3.645546,-3.0682335,0.834926,-0.96149397,-0.36112735,0.13447082,-0.0104684755,-0.1655373,-0.67788243,-0.078891136,0.3396994,0.016550602,0.47088414,-46.49547,0.027258616,-0.027258616,-0.018254608,0.018254608,0.028826453,-0.028826453
-0.59999645,-0.59999645,-14.250916,-26.584562,-2.1734052,3.9542823,21.306747,19.161148,1.9763756,3.5652952,-3.070424,0.79630935,-0.9534217,-0.37185207,0.13468693,-0.019597108,-0.17485912,-0.73589754,-0.077890806,0.38245615,0.029046193,0.49968827,-46.40959,0.015094783,-0.015094783,-0.024141096,0.024141096,0.037633866,-0.037633866
-0.59852207,-0.59852207,-14.131158,-26.38923,-2.220011,4.0241933,20.835217,19.452776,2.0206232,3.5644488,-3.0757508,0.799205,-0.95063823,-0.37316447,0.1308163,-0.01651787,-0.15604103,-0.842546,-0.06826411,0.38179317,0.027089367,0.49729198,-46.35036,0.071628876,-0.071628876,-0.03154457,0.03154457,-0.04637749,0.04637749
-0.60503453,-0.60503453,-14.065199,-26.332605,-2.1434433,4.08932,20.364685,19.739353,2.1131456,3.6126223,-3.0708084,0.8030281,-0.9510253,-0.33307362,0.13952106,-0.03558154,-0.14855325,-0.68161964,-0.06813012,0.33237094,0.02961569,0.45122325,-46.29347,0.046276815,-0.046276815,-0.000537219,0.000537219,0.018846236,-0.018846236
-0.57475567,-0.57475567,-14.0128,-26.105263,-2.187934,4.1550155,19.915436,20.009417,2.1339545,3.6203523,-3.0717165,0.74062407,-0.95047116,-0.30680415,0.1501175,-0.056366943,-0.16089657,-0.6120571,-0.082885675,0.27780488,0.030485,0.48593944,-46.20167,0.043934695,-0.043934695,0.00022139846,-0.00022139846,0.03214041,-0.03214041
-0.56462723,-0.56462723,-13.783277,-26.159275,-2.0638294,4.2203274,19.470978,20.273499,2.1555402,3.678913,-3.0706925,0.73427,-0.95103514,-0.31811416,0.14057414,-0.048472583,-0.16940586,-0.6048294,-0.098348245,0.22721237,0.030788016,0.5038455,-46.157513,0.038208194,-0.038208194,-0.04677731,0.04677731,-0.01863525,0.01863525
-0.53570044,-0.53570044,-13.727529,-26.102695,-1.9642123,4.282177,19.046297,20.524143,2.2638016,3.6070123,-3.0760157,0.7168715,-0.94296217,-0.3669111,0.15052278,-0.055285968,-0.18752235,-0.6982646,-0.09839969,0.28703415,0.03645854,0.556283,-46.119858,0.04616194,-0.04616194,-0.0123696625,0.0123696625,-0.009172458,0.009172458
-0.5137957,-0.5137957,-13.671255,-25.995947,-1.9536247,4.340098,18.623865,20.77694,2.2356668,3.6338263,-3.0734885,0.74555016,-0.9444456,-0.3282913,0.15140274,-0.054058578,-0.1922372,-0.58724195,-0.10006675,0.28804126,0.035878964,0.4910348,-45.968487,0.028346963,-0.028346963,-0.0029342878,0.0029342878,0.032756824,-0.032756824
-0.54588795,-0.54588795,-13.558237,-25.75654,-2.0793123,4.397526,18.221176,20.994219,2.274769,3.6229389,-3.0832582,0.70440507,-0.9360879,-0.3128174,0.14955132,-0.035465874,-0.20680079,-0.6143547,-0.10358412,0.27119792,0.029777236,0.51442444,-45.887077,-0.009809988,0.009809988,-0.008826342,0.008826342,0.004746463,-0.004746463
-0.5468375,-0.5468375,-13.486584,-25.650318,-1.9714895,4.4501987,17.824636,21.203209,2.3978631,3.6318948,-3.087041,0.7044612,-0.92885804,-0.29175305,0.15396544,-0.032302517,-0.23966193,-0.60078794,-0.107488394,0.2700205,0.030300591,0.4855348,-45.872715,0.022127967,-0.022127967,-0.008736095,0.008736095,-0.040417966,0.040417966
-0.53222346,-0.53222346,-13.420574,-25.39125,-2.065449,4.4990025,17.446991,21.396126,2.4686117,3.5775216,-3.070662,0.7447028,-0.9297893,-0.32927725,0.15834299,-0.022394132,-0.25831002,-0.63232076,-0.11359902,0.35449976,0.039801285,0.4742305,-45.831676,0.052914746,-0.052914746,-0.032771498,0.032771498,0.0002522557,-0.0002522557
-0.51425433,-0.51425433,-13.321838,-25.247845,-2.1142168,4.5500784,17.064714,21.601372,2.49304,3.535383,-3.0772462,0.75397223,-0.92753774,-0.27349424,0.16747424,-0.02088177,-0.2585011,-0.6037438,-0.10550653,0.40422398,0.042455483,0.4042625,-45.736786,0.03703575,-0.03703575,-0.038174104,0.038174104,0.029783828,-0.029783828
-0.5333786,-0.5333786,-13.287231,-25.07253,-2.0987499,4.592393,16.707567,21.791718,2.5275018,3.4709463,-3.0788846,0.7580223,-0.92015934,-0.2541273,0.16166812,-0.0012420275,-0.2647955,-0.6908853,-0.11667103,0.4854039,0.04053544,0.3753587,-45.652733,0.07500528,-0.07500528,-0.042105842,0.042105842,-0.010625178,0.010625178
-0.5418427,-0.5418427,-13.216825,-24.833988,-2.2236915,4.6375966,16.353556,21.970161,2.5227578,3.4604385,-3.0690532,0.7282299,-0.92213845,-0.23968518,0.14595494,0.0037555585,-0.25497133,-0.6943716,-0.11847155,0.4579947,0.042974763,0.39023054,-45.50438,0.06706724,-0.06706724,-0.02800032,0.02800032,-0.026901169,0.026901169
-0.5470445,-0.5470445,-13.050282,-24.850197,-2.1618016,4.67326,16.008802,22.140675,2.5588987,3.448523,-3.0605564,0.7073892,-0.9157837,-0.2157469,0.14373405,0.020117844,-0.28990102,-0.6539095,-0.12476617,0.4468184,0.037460558,0.38629586,-45.40748,0.0036893378,-0.0036893378,-0.03157013,0.03157013,-0.034146,0.034146
-0.5311396,-0.5311396,-13.103253,-24.760435,-2.0997021,4.7131457,15.667058,22.310219,2.632923,3.5287147,-3.0653508,0.7251703,-0.9204358,-0.20657088,0.13505736,0.038694873,-0.28208792,-0.57106835,-0.11751151,0.38185626,0.027324237,0.37410647,-45.35729,-0.021088662,0.021088662,-0.038415927,0.038415927,-0.0136254765,0.0136254765
-0.5326326,-0.5326326,-12.957785,-24.710886,-1.9441521,4.7549114,15.337541,22.459116,2.737465,3.5018768,-3.0550303,0.73459136,-0.9187393,-0.24246663,0.14110938,0.02052294,-0.25645623,-0.63997567,-0.119527325,0.40959567,0.023385253,0.40279126,-45.273094,0.08893093,-0.08893093,0.009657595,-0.009657595,-0.018547125,0.018547125
-0.53754646,-0.53754646,-12.855625,-24.613869,-1.939051,4.795902,15.01281,22.60674,2.7938154,3.459393,-3.0573945,0.66485894,-0.9156022,-0.17743401,0.13705027,0.012228406,-0.2622966,-0.5815433,-0.12916231,0.39427954,0.023351774,0.40434825,-45.202515,0.03954553,-0.03954553,-0.0018359997,0.0018359997,-0.0017366775,0.0017366775
-0.5076419,-0.5076419,-12.791629,-24.452227,-1.9122301,4.8353314,14.689286,22.753353,2.7760828,3.4444466,-3.0635736,0.6437636,-0.9172097,-0.119436614,0.1295071,0.021709595,-0.25675336,-0.54579407,-0.13774778,0.40312266,0.016006147,0.3763809,-45.083244,0.08919207,-0.08919207,-0.038784914,0.038784914,0.006438692,-0.006438692
-0.5240461,-0.5240461,-12.698978,-24.442833,-1.829112,4.8781934,14.37572,22.877998,2.8257449,3.3965268,-3.0574675,0.64943266,-0.92109597,-0.0819415,0.1448819,0.0020312988,-0.23903114,-0.5512736,-0.13276744,0.44572115,0.017971367,0.33514518,-44.96722,0.03801151,-0.03801151,-0.020322792,0.020322792,0.022685926,-0.022685926
-0.5217769,-0.5217769,-12.59941,-24.322922,-1.858817,4.916931,14.075863,22.994656,2.8562865,3.320996,-3.046231,0.6462394,-0.91662997,-0.07984017,0.13547777,0.0007288896,-0.23335142,-0.59636134,-0.109403454,0.483554,0.011906508,0.33780712,-44.85469,0.03331,-0.03331,-0.021675874,0.021675874,0.030363189,-0.030363189
-0.48333156,-0.48333156,-12.498093,-24.288414,-1.7564323,4.9539495,13.785516,23.11034,2.8790398,3.3484247,-3.0454397,0.64315724,-0.91924,-0.088647395,0.12712567,0.02120437,-0.26343322,-0.6070561,-0.11381134,0.4568303,0.0035649568,0.36064258,-44.770664,0.041101143,-0.041101143,-0.051830556,0.051830556,-0.0149268,0.0149268
-0.45816374,-0.45816374,-12.487219,-24.133762,-1.8037981,4.9853873,13.504059,23.227331,2.9584317,3.2854927,-3.0536582,0.62339014,-0.90705365,-0.064989,0.13274437,0.026186481,-0.26619753,-0.6640178,-0.102531984,0.49696293,0.01071007,0.33740002,-44.71737,0.026475232,-0.026475232,-0.050662972,0.050662972,-0.02873769,0.02873769
-0.45395464,-0.45395464,-12.495399,-23.86131,-1.9116952,5.0185146,13.226585,23.331894,3.0593262,3.2937315,-3.0584764,0.5878241,-0.9073659,-0.037820697,0.15094855,0.0042251926,-0.25142968,-0.5789814,-0.09491502,0.4505329,0.01417733,0.342614,-44.66056,0.014834048,-0.014834048,-0.030977687,0.030977687,0.037177306,-0.037177306
-0.4644654,-0.4644654,-12.329531,-23.736187,-1.9427547,5.0477357,12.956092,23.43501,3.095488,3.3398056,-3.050073,0.5704019,-0.9107125,-0.04534266,0.16354467,0.002316115,-0.26652095,-0.55736834,-0.10422655,0.38804063,0.018776143,0.36630678,-44.559803,0.0024529812,-0.0024529812,-0.03497972,0.03497972,0.010874532,-0.010874532
-0.45510885,-0.45510885,-12.189362,-23.754158,-1.8093985,5.0730505,12.694258,23.535246,3.1661415,3.255419,-3.0471683,0.5712689,-0.90203446,-0.014505939,0.15915254,-0.0029464066,-0.25904036,-0.6486498,-0.105850875,0.47213417,0.015178633,0.3295315,-44.48168,0.03940138,-0.03940138,-0.02521549,0.02521549,-0.04048438,0.04048438
-0.48370156,-0.48370156,-12.117584,-23.467457,-1.9663757,5.1011133,12.43449,23.627941,3.214726,3.1538892,-3.0333257,0.5628469,-0.90743965,-0.009696567,0.16746154,0.0033952533,-0.25508544,-0.71161246,-0.11132486,0.55699813,0.011130589,0.3425923,-44.404655,0.033062454,-0.033062454,-0.039318625,0.039318625,0.0035624122,-0.0035624122
-0.49435532,-0.49435532,-12.055927,-23.378695,-1.8283333,5.1226277,12.183525,23.709446,3.2582924,3.1081195,-3.0395768,0.52559245,-0.8994518,-0.028359856,0.17111067,-0.0106322,-0.2623121,-0.7863965,-0.11249772,0.5730857,0.015230511,0.38644573,-44.28544,0.09893487,-0.09893487,-0.02477281,0.02477281,-0.025961153,0.025961153
-0.48599422,-0.48599422,-12.1682205,-23.136621,-1.9067488,5.1517105,11.933146,23.786736,3.2451787,3.0754263,-3.0403264,0.5151496,-0.90181094,-0.0586099,0.1692367,-0.01674517,-0.27548525,-0.80451953,-0.1037908,0.58748585,0.017278535,0.42746583,-44.1335,0.026074588,-0.026074588,-0.029800812,0.029800812,0.0009323559,-0.0009323559
-0.4916159,-0.4916159,-12.121397,-22.946215,-1.9436705,5.1804237,11.6881485,23.86277,3.2707605,3.104884,-3.026164,0.54074407,-0.9037999,-0.07413702,0.15931347,-0.0017588865,-0.29138252,-0.74773085,-0.10242833,0.5682238,0.02400396,0.41270134,-44.031483,0.05039013,-0.05039013,-0.04237858,0.04237858,0.020951305,-0.020951305
-0.48814276,-0.48814276,-12.123611,-22.774452,-1.9844685,5.201979,11.454439,23.933086,3.337637,3.0762148,-2.9928846,0.5613791,-0.91549873,-0.096833184,0.16492122,-0.0106122345,-0.30838546,-0.75808483,-0.10919927,0.5909286,0.01957254,0.43090284,-43.962517,0.0030972282,-0.0030972282,-0.047284797,0.047284797,0.020056304,-0.020056304
-0.47633472,-0.47633472,-12.062809,-22.717722,-1.8360038,5.2208605,11.230037,24.004644,3.384936,3.097937,-3.0013268,0.52962786,-0.9153284,-0.15758024,0.15601815,0.008083746,-0.3082459,-0.83577746,-0.10984443,0.546598,0.019069325,0.52375495,-43.880928,0.10140418,-0.10140418,-0.049726553,0.049726553,-0.00033102953,0.00033102953
-0.45530087,-0.45530087,-11.951788,-22.54416,-1.9743891,5.249286,11.00863,24.066895,3.4652343,3.0507486,-3.0014677,0.552019,-0.9172913,-0.15401489,0.15726791,-0.0057992116,-0.27905142,-0.91305906,-0.1115986,0.6180938,0.016338557,0.50251955,-43.808235,0.052087817,-0.052087817,-0.02564951,0.02564951,-0.015274579,0.015274579
-0.41799742,-0.41799742,-11.954588,-22.48714,-1.9189899,5.2767997,10.7841215,24.119335,3.4761908,3.1014218,-2.9874163,0.5381367,-0.92031986,-0.119791895,0.14372413,0.0068948213,-0.28952688,-0.83834326,-0.10962653,0.5373328,0.023381721,0.47818652,-43.690514,0.0319255,-0.0319255,-0.041932203,0.041932203,-0.047962397,0.047962397
-0.40548617,-0.40548617,-11.802289,-22.272997,-2.0503364,5.29749,10.572475,24.16343,3.4979248,3.1030924,-2.9895985,0.5056904,-0.9231788,-0.12631065,0.15876329,-0.01406186,-0.28879523,-0.75139654,-0.11450987,0.51023823,0.020370828,0.52304196,-43.56789,-0.003163805,0.003163805,-0.04704858,0.04704858,0.043666128,-0.043666128
-0.3726329,-0.3726329,-11.750166,-22.211136,-1.9227748,5.3183928,10.368969,24.199852,3.5708191,3.1006918,-2.9956045,0.51992595,-0.92274225,-0.15988286,0.1374882,0.015128023,-0.30548805,-0.82117224,-0.12565868,0.5438583,0.015855592,0.54649305,-43.475254,0.053271756,-0.053271756,-0.029528216,0.029528216,0.006514452,-0.006514452
-0.38621247,-0.38621247,-11.730199,-22.0955,-1.881617,5.3324633,10.165199,24.241383,3.5482693,3.043574,-2.982934,0.44487345,-0.9205376,-0.07212883,0.13540104,0.0122311525,-0.30573717,-0.7614,-0.12949774,0.5170077,0.013177606,0.53429675,-43.31783,0.05637707,-0.05637707,-0.044214983,0.044214983,0.015490693,-0.015490693
-0.41194227,-0.41194227,-11.634227,-21.857525,-2.0061727,5.34966,9.968276,24.275408,3.5831347,3.0466099,-2.9852223,0.41600585,-0.91538966,-0.085918196,0.12938087,0.0057910345,-0.2940622,-0.79516876,-0.12079592,0.47856942,0.012686778,0.5722759,-43.17716,0.05869659,-0.05869659,-0.015827637,0.015827637,-0.011311562,0.011311562
-0.43225905,-0.43225905,-11.61536,-21.778013,-1.9272958,5.364167,9.771723,24.3165,3.6209598,2.9708853,-2.9814029,0.37560073,-0.91208833,-0.082012944,0.15911642,-0.02279042,-0.29141265,-0.84024626,-0.11236706,0.50170445,0.018528333,0.5996144,-43.079247,0.0562471,-0.0562471,-0.02238952,0.02238952,0.01215887,-0.01215887
-0.42931634,-0.42931634,-11.4610405,-21.641117,-1.9805382,5.381935,9.584494,24.349827,3.6465454,2.894947,-2.969819,0.43281007,-0.91377187,-0.09228412,0.15243334,-0.014814777,-0.32681584,-0.87353814,-0.12641177,0.63717914,0.018298293,0.55455476,-42.96914,0.03289952,-0.03289952,-0.024266258,0.024266258,0.020898372,-0.020898372
