k1,k_1,k2,k_2,k3,k_3,k5,k_5,k6,k_6,k7,k_7,k9,k_9,k10,k_10,k11,k_11,k12,k_12,k13,k_13,k14,k_14,k15,k_15,k17,k_17,k18,k_18,k19,k_19,k20,k_20,k21,k_21,k22,k_22,k23,k_23,k24,k_24,k25,k_25,ke11,ke12,ke13,ke21,ke22,ke23,ke31,ke32,ke33
0.003,0.06,0.01,0.1,1,0.01,0.06,0.2,1,0.05,0.3,0.006,0.003,0.05,0.01,0.06,0.03,0.0045,0.0015,0.0001,0.09,0.6,6,0.06,0.3,0.0009,0.003,0.1,0.3,0.0009,0.01,0.0214,0.12,0.00024,0.003,0.1,0.03,0.064,0.1,0.021,0.009,0.0429,1,0.03,809,40000,450,3.01,300,1,20,6796.6,3.4
