xR,xEGF,xRa,xR2,xRP,xPLCg,xRPL,xRPLP,xPLCgP,xGrb,xRG,xSOS,xRGS,xGS,xShc,xRSh,xRShP,xShP,xRShG,xShG,xRShGS,xShGS,xPLCgPl
-0.49905193,-0.49905166,-12.106148,-14.04146,-0.74857247,4.644749,16.36876,21.950508,2.7757692,3.3355265,-2.9305391,0.59322846,-0.92213905,-0.03862966,0.106563605,-0.01825791,-0.116558224,-0.5830251,0.009444035,0.17866468,-0.009749545,0.3776048,-45.820885
-0.5056666,-0.5056664,-12.080512,-13.922779,-0.79207444,4.667558,16.188091,22.046703,2.8146045,3.3455033,-2.9295204,0.57229733,-0.9161105,-0.07282658,0.10417863,-0.020965463,-0.12365599,-0.58617854,0.0062410245,0.14984646,-0.0034325887,0.42037937,-45.800583
-0.5031122,-0.50311196,-11.991032,-13.90199,-0.71316314,4.6891527,16.012125,22.132008,2.8220854,3.3376412,-2.9344296,0.58354735,-0.9131384,-0.10188593,0.10868124,-0.028190278,-0.12808889,-0.6084446,0.008972663,0.17109641,0.0014648141,0.4303329,-45.73955
-0.49783248,-0.49783224,-11.874477,-14.06213,-0.38664615,4.714313,15.838963,22.218006,2.8387947,3.2792563,-2.9419787,0.554955,-0.9055178,-0.08883879,0.094815135,-0.018285464,-0.1404975,-0.6313659,0.0051564127,0.21229951,0.0051452136,0.43458262,-45.69634
-0.5267922,-0.526792,-11.76975,-13.97591,-0.34759805,4.733469,15.675097,22.30152,2.8778734,3.2765403,-2.94619,0.55043286,-0.9025941,-0.15403436,0.09429645,-0.010664583,-0.13986164,-0.71819663,0.006276197,0.21351767,0.0035996253,0.5029269,-45.67406
-0.5216203,-0.52162004,-11.7471895,-13.891614,-0.29760957,4.7534313,15.5161,22.372536,2.876307,3.3083858,-2.9533386,0.5163006,-0.9040701,-0.15529989,0.09687032,-0.02377686,-0.117054954,-0.70328045,0.0011569633,0.15977088,0.0044750487,0.53894126,-45.604862
-0.53145814,-0.5314579,-11.704774,-13.74073,-0.33841863,4.779547,15.348945,22.444115,2.868598,3.280914,-2.9534597,0.52499264,-0.9017705,-0.15932989,0.093503594,-0.022181375,-0.10108227,-0.7417291,0.0017010233,0.19543144,0.0033836726,0.53308916,-45.530632
-0.5510743,-0.5510741,-11.648102,-13.678766,-0.28675818,4.796684,15.193627,22.51498,2.8679783,3.2473152,-2.9479153,0.54760194,-0.90319675,-0.17084967,0.09617378,-0.025615443,-0.097917974,-0.7957384,-0.002501282,0.25024286,0.005171909,0.5216545,-45.462353
-0.5458215,-0.54582125,-11.538437,-13.609607,-0.25840393,4.819281,15.029264,22.5902,2.91293,3.233602,-2.9349499,0.5327565,-0.90450656,-0.16978452,0.096039236,-0.014835039,-0.11329343,-0.792447,0.003772085,0.22975716,0.005607961,0.5363155,-45.44008
-0.5512478,-0.5512475,-11.554487,-13.451267,-0.30233198,4.8384495,14.871752,22.6611,2.8881066,3.2269375,-2.9305387,0.5098514,-0.9016283,-0.1354467,0.108693734,-0.025428897,-0.09936891,-0.77458084,0.004752487,0.2080891,0.00092311035,0.52670753,-45.348007
-0.53819644,-0.53819615,-11.549984,-13.320904,-0.28223562,4.855682,14.715728,22.731886,2.918618,3.2072163,-2.929137,0.48442453,-0.90285766,-0.16017163,0.11801526,-0.032375205,-0.09927324,-0.812101,0.0024426791,0.20318164,0.0016373339,0.57739824,-45.31393
-0.5290058,-0.5290056,-11.572035,-13.227576,-0.28198314,4.876936,14.561096,22.794798,2.9564414,3.2080011,-2.9197307,0.45477167,-0.89814436,-0.1546038,0.10828251,-0.026762657,-0.0878519,-0.80492,0.0007790908,0.16491431,0.006109679,0.59229755,-45.28672
-0.55762184,-0.5576216,-11.448431,-13.216496,-0.25282988,4.895919,14.406338,22.863409,2.9787192,3.1934743,-2.914014,0.45772135,-0.9006836,-0.1304006,0.11740336,-0.046556666,-0.09290568,-0.78075695,0.00831724,0.16909432,0.011627241,0.5621639,-45.242573
-0.547435,-0.54743475,-11.484038,-13.053971,-0.38187802,4.9118166,14.260321,22.92039,3.014872,3.1907527,-2.9092398,0.50788754,-0.9017194,-0.11617388,0.11458113,-0.043494776,-0.10747414,-0.74850357,0.0037294934,0.22176169,0.0073780096,0.5030704,-45.204018
-0.5224067,-0.5224064,-11.462141,-12.944352,-0.4446741,4.9306498,14.113461,22.978611,3.0318236,3.1418872,-2.902162,0.4961054,-0.9049794,-0.14701496,0.106248535,-0.02773183,-0.11471333,-0.8258809,0.009055511,0.2464192,0.00751358,0.5488296,-45.150486
-0.5122374,-0.5122372,-11.42806,-12.834145,-0.43971807,4.9522295,13.965351,23.03606,3.066451,3.0984004,-2.8936417,0.4940377,-0.91029257,-0.12373356,0.09112922,-0.02167425,-0.10529709,-0.8381156,0.016346235,0.2720324,0.008280944,0.5321843,-45.114807
-0.49289596,-0.49289572,-11.468873,-12.73627,-0.38319707,4.966605,13.819512,23.09338,3.0500698,3.0864437,-2.8944597,0.50069034,-0.9120794,-0.10178751,0.09786856,-0.02708506,-0.12167322,-0.80884504,0.018847581,0.2889672,0.009617963,0.5040448,-45.02571
-0.49248487,-0.49248466,-11.397469,-12.665318,-0.35162932,4.982282,13.680325,23.14899,3.066522,3.1392329,-2.9003377,0.46054628,-0.9073293,-0.12735265,0.093181685,-0.027456813,-0.11809996,-0.7801052,0.02091247,0.19982463,0.015441608,0.55918914,-44.974823
-0.50534505,-0.5053448,-11.291616,-12.509515,-0.43019468,4.999775,13.538946,23.20827,3.0789855,3.17245,-2.9023635,0.44407362,-0.90973586,-0.14660792,0.09619104,-0.0322422,-0.12105656,-0.7759001,0.010610128,0.16238184,0.015295904,0.59747577,-44.919254
-0.519766,-0.5197658,-11.250189,-12.34705,-0.6184132,5.0180264,13.396638,23.262634,3.1175182,3.2052464,-2.9028637,0.4412836,-0.903713,-0.16814165,0.0915133,-0.034618285,-0.12950568,-0.7440946,0.008678453,0.12930219,0.013357869,0.61770403,-44.88694
-0.5017121,-0.50171185,-11.200829,-12.365582,-0.55551803,5.0300965,13.261538,23.321487,3.1274767,3.2063544,-2.907436,0.4428709,-0.8975125,-0.1505952,0.0899711,-0.029881487,-0.13807888,-0.7130122,0.013268515,0.12977856,0.012220002,0.59350425,-44.831596
-0.5106247,-0.51062447,-11.176935,-12.193322,-0.6584812,5.0414414,13.13234,23.372303,3.1748323,3.2030559,-2.9069207,0.47594982,-0.8926355,-0.10921991,0.08019221,-0.018296495,-0.13568477,-0.6730098,-0.0018910606,0.18083547,0.012517209,0.51387113,-44.809097
-0.48643246,-0.48643222,-11.210034,-12.108876,-0.57215506,5.0540757,12.998022,23.422998,3.181909,3.1870992,-2.9089222,0.4592889,-0.8901616,-0.08058783,0.076245956,-0.016771644,-0.13591877,-0.6557468,-0.006252795,0.18657345,0.01657958,0.49535757,-44.744125
-0.48480722,-0.48480698,-11.232665,-12.015717,-0.43594372,5.073375,12.856899,23.475409,3.176397,3.222496,-2.9152505,0.4614449,-0.8879064,-0.0727089,0.077723,-0.027119871,-0.12262455,-0.61992186,-0.009805456,0.1632196,0.012682078,0.48694974,-44.668854
-0.4936576,-0.49365735,-11.136463,-11.988525,-0.34773183,5.085375,12.732502,23.511374,3.2077498,3.2136376,-2.9194927,0.4356925,-0.8846219,-0.05431489,0.0839636,-0.034801826,-0.11054628,-0.61971366,-0.010325031,0.15097138,0.0081842095,0.49550256,-44.624157
-0.4757619,-0.47576165,-11.111379,-11.97373,-0.25124958,5.099593,12.602363,23.555855,3.216356,3.1884763,-2.9213154,0.42511362,-0.8817297,-0.039975785,0.08553828,-0.031309232,-0.121608004,-0.6193323,-0.012636942,0.16966856,0.010702445,0.48631066,-44.561344
-0.48011813,-0.48011792,-11.057483,-11.884817,-0.25905475,5.1151333,12.473878,23.604021,3.278679,3.214295,-2.9257088,0.44674912,-0.8851625,-0.011432084,0.09307269,-0.03428926,-0.12981018,-0.5712806,-0.017787289,0.17510602,0.014211826,0.43604386,-44.559822
-0.46415502,-0.46415478,-10.930922,-11.773056,-0.4463951,5.1302342,12.344929,23.651731,3.3096883,3.2216237,-2.9160848,0.4637655,-0.8881477,-0.04441464,0.08913031,-0.031571917,-0.14094202,-0.57297087,-0.014017974,0.17133448,0.009824654,0.45936346,-44.52475
-0.45224464,-0.4522444,-10.927961,-11.7336445,-0.35166493,5.14264,12.223753,23.691317,3.377915,3.1824434,-2.9140048,0.45749503,-0.8907072,-0.011337379,0.08523293,-0.029565139,-0.16006435,-0.54872096,-0.02037135,0.20849982,0.009601597,0.4353587,-44.527042
-0.45084646,-0.45084623,-10.938699,-11.6467285,-0.32229215,5.158266,12.093716,23.736366,3.3755012,3.1552324,-2.9115841,0.45897776,-0.88518727,-0.0021062458,0.08773061,-0.024280205,-0.16917826,-0.5584725,-0.018830545,0.23317619,0.00619886,0.4225489,-44.456127
-0.45769528,-0.45769504,-10.885263,-11.617261,-0.27929753,5.1701965,11.968882,23.78819,3.3893373,3.147627,-2.914668,0.4250791,-0.87799716,0.026610363,0.088747725,-0.012820386,-0.18499783,-0.52452326,-0.019662596,0.21072899,-0.001081144,0.4278326,-44.411224
-0.45995346,-0.4599532,-10.841278,-11.558726,-0.25860453,5.1832056,11.840484,23.841938,3.4019103,3.1168659,-2.9029675,0.43148622,-0.87331456,-0.015370077,0.10242495,-0.029173732,-0.18142873,-0.5803212,-0.006748996,0.22315864,-0.008445334,0.46606684,-44.361908
-0.4401011,-0.44010088,-10.721179,-11.385365,-0.45789325,5.197065,11.716717,23.87875,3.3989215,3.101098,-2.9050813,0.4241137,-0.867309,-0.025059856,0.106425844,-0.03317023,-0.1810445,-0.60726386,-0.0018157174,0.22867265,-0.0075948793,0.47627145,-44.287582
-0.4638127,-0.46381247,-10.560208,-11.341139,-0.4405567,5.209365,11.599297,23.909136,3.4265738,3.0718215,-2.902708,0.37780356,-0.8732767,-0.007609615,0.118063614,-0.051091574,-0.18959644,-0.609737,-0.0040600467,0.21143863,-0.008485116,0.51199627,-44.242393
-0.45955566,-0.45955545,-10.588067,-11.230032,-0.4210837,5.2195272,11.487272,23.939344,3.423697,3.0584786,-2.905742,0.37825412,-0.8673285,-0.0003419391,0.12897082,-0.06145136,-0.19114718,-0.6127801,-0.0026493517,0.22674754,-0.007918372,0.49776882,-44.17049
-0.46302906,-0.46302885,-10.564327,-11.175674,-0.26461607,5.228471,11.374519,23.966423,3.467498,3.0357988,-2.9063063,0.32446474,-0.8682335,0.00010387432,0.1215019,-0.043315485,-0.21884179,-0.6127534,0.0013317027,0.19212115,-0.004283408,0.54839337,-44.139614
-0.49091214,-0.4909119,-10.471742,-11.056719,-0.44583243,5.2377367,11.265934,23.995674,3.5145888,3.031858,-2.917348,0.31392366,-0.86321056,0.02348738,0.1179138,-0.037597857,-0.22053654,-0.5998113,0.005204652,0.19263798,0.00015875342,0.52609515,-44.11543
-0.48118597,-0.48118573,-10.370469,-11.008684,-0.43834245,5.248494,11.153521,24.03094,3.535642,3.0318956,-2.9311795,0.29387975,-0.8632952,-0.045583963,0.1171532,-0.047813114,-0.20026815,-0.70613456,0.0049763573,0.18656248,0.008101821,0.60733974,-44.06808
-0.48391262,-0.48391238,-10.246105,-10.914821,-0.5515281,5.261154,11.038821,24.067196,3.561674,3.013806,-2.928575,0.28844163,-0.8620965,-0.020833097,0.1233515,-0.066407524,-0.19182853,-0.6824167,0.004654102,0.1968596,0.0049214205,0.590005,-44.029594
-0.49183774,-0.4918375,-10.071845,-10.906208,-0.52593035,5.274984,10.92497,24.093056,3.6179225,3.014391,-2.9360964,0.24267973,-0.85683846,-0.022369092,0.12618943,-0.07348961,-0.1737771,-0.69681925,-0.009079482,0.17173333,0.0027229968,0.6342538,-44.009544
-0.49241388,-0.4924136,-9.953181,-10.859301,-0.45609087,5.2879944,10.816143,24.113415,3.61721,2.9835396,-2.936094,0.21862209,-0.85766435,-0.014750699,0.12226616,-0.06445547,-0.1788311,-0.7144104,-0.0153719215,0.18487644,0.0016690164,0.65258753,-43.93364
-0.49136183,-0.4913616,-9.973391,-10.77683,-0.44023097,5.302987,10.706005,24.137365,3.6779404,2.9260983,-2.9353848,0.22563212,-0.86015713,-0.013363162,0.122251295,-0.05573295,-0.19630708,-0.7709919,-0.011262411,0.24442542,-0.005357906,0.6537288,-43.923187
-0.51266414,-0.5126639,-9.859962,-10.668955,-0.48264503,5.312667,10.599211,24.16648,3.6771245,2.8945913,-2.9341805,0.23393974,-0.8669627,-0.017940465,0.12278274,-0.04724856,-0.20681876,-0.81548727,-0.006658959,0.27829242,-0.0041754954,0.6556301,-43.854637
-0.48798367,-0.48798347,-9.744092,-10.5278015,-0.52075803,5.3243737,10.490601,24.18776,3.6868973,2.9210868,-2.9356627,0.23845902,-0.86748385,0.0494414,0.11727037,-0.049863443,-0.20516467,-0.72237235,-0.011267997,0.26237923,-0.0026748336,0.58274937,-43.78907
-0.49024284,-0.4902426,-9.679279,-10.548122,-0.545534,5.3383684,10.38344,24.209053,3.690484,2.872651,-2.9408698,0.2189474,-0.87228495,0.018992133,0.10527244,-0.040771645,-0.18373552,-0.82571745,-0.008226997,0.29340085,0.0012798541,0.63356185,-43.723904
-0.47559118,-0.47559094,-9.6083355,-10.442459,-0.54698884,5.3482485,10.282522,24.222715,3.691091,2.8458807,-2.952167,0.22211154,-0.86843145,0.021160422,0.103614196,-0.030495051,-0.19789931,-0.85307515,-0.00592497,0.33228934,0.00028805734,0.6253749,-43.648632
-0.46972373,-0.4697235,-9.520656,-10.370228,-0.59521097,5.3608327,10.176908,24.243824,3.690342,2.8419888,-2.9626565,0.2568078,-0.86725545,0.02683888,0.09778561,-0.022840606,-0.2009967,-0.8596426,-0.0065756687,0.38202652,0.008170927,0.5759561,-43.578163
-0.47296396,-0.4729637,-9.392178,-10.224825,-0.7198558,5.3648376,10.082462,24.263931,3.6871047,2.8346312,-2.9593148,0.24841478,-0.86731404,0.03713405,0.08837576,-0.008747753,-0.20722455,-0.86512345,-0.012073658,0.38310295,0.011526793,0.57077074,-43.505936
-0.48100132,-0.4810011,-9.342324,-10.215779,-0.6273241,5.3761864,9.981794,24.274422,3.748583,2.8919795,-2.9613476,0.2421313,-0.8677454,0.032456644,0.091114774,-0.0028121525,-0.19761151,-0.8238056,-0.01586958,0.32527584,0.003637869,0.59005713,-43.48978
-0.46926826,-0.46926802,-9.314051,-10.094009,-0.5655297,5.3844957,9.891004,24.28511,3.8153057,2.8633199,-2.961291,0.25239837,-0.8640668,0.027095083,0.09431592,-0.0007809139,-0.19435322,-0.8585706,-0.02142056,0.36959016,-0.0035828934,0.5887047,-43.484932
-0.44621384,-0.4462136,-9.369526,-9.956324,-0.5178848,5.3941455,9.79722,24.299938,3.8166084,2.8858385,-2.957542,0.24719134,-0.8716372,0.047766015,0.09871158,-0.0011780609,-0.2088146,-0.8191929,-0.009667176,0.32628888,-0.00042134215,0.5776483,-43.41774
-0.4626468,-0.46264654,-9.336293,-9.787772,-0.64071214,5.403796,9.705231,24.31636,3.852166,2.8523726,-2.9647398,0.17767048,-0.8683221,0.04170075,0.10103597,-0.00377194,-0.2102789,-0.8660905,-0.013965325,0.30169114,-0.002141032,0.6516529,-43.39087
-0.47815853,-0.4781583,-9.25223,-9.694681,-0.632476,5.4121447,9.614417,24.32916,3.8607929,2.8328815,-2.9721522,0.17613035,-0.86587286,0.040988415,0.09339386,0.0038219525,-0.20509106,-0.9023671,-0.023253113,0.33629104,0.00038645783,0.6489047,-43.32411
-0.47538248,-0.47538224,-9.331716,-9.544498,-0.6947406,5.419693,9.527415,24.335978,3.9302833,2.8466477,-2.960127,0.16017276,-0.87110233,0.0198429,0.107320055,-0.0015454099,-0.20720164,-0.9160327,-0.017285015,0.2885662,-0.0024588676,0.6940674,-43.31965
-0.47322732,-0.47322708,-9.317759,-9.574932,-0.5505303,5.4317913,9.43261,24.348637,3.9799078,2.8783894,-2.9619014,0.1487025,-0.8711423,0.031384163,0.104592346,-0.006757322,-0.19070038,-0.8876262,-0.030167993,0.25993946,-0.006885826,0.6984622,-43.29901
-0.47664738,-0.47664714,-9.264681,-9.62386,-0.44605196,5.439001,9.347803,24.359753,3.9745922,2.8586817,-2.9588766,0.1259475,-0.874721,0.022353746,0.10174139,0.00020078017,-0.19009593,-0.9144845,-0.021324992,0.2449981,-0.0043160934,0.7312344,-43.23063
-0.46973324,-0.469733,-9.267278,-9.71222,-0.20603648,5.4412103,9.268446,24.36068,3.988181,2.8043535,-2.9535382,0.14901301,-0.8818331,0.0287047,0.108351156,-0.0013397272,-0.20396344,-0.9561298,-0.029251803,0.32507536,-0.007948254,0.71257305,-43.169373
-0.4396706,-0.43967038,-9.193608,-9.668933,-0.20766425,5.4464874,9.184885,24.367807,3.9805946,2.7668595,-2.949709,0.14466733,-0.8834968,0.05820886,0.108658865,-0.00096324144,-0.21127632,-0.96220505,-0.0381039,0.36327726,-0.004673952,0.68579304,-43.091328
-0.45087594,-0.4508757,-9.126237,-9.566139,-0.2618175,5.45404,9.098858,24.37267,4.015088,2.7508926,-2.942493,0.13408998,-0.8854279,0.0394566,0.11930938,-0.0079369275,-0.21600398,-0.9958167,-0.04422862,0.36763883,-0.0009826111,0.7133559,-43.054207
-0.44577402,-0.44577378,-9.102311,-9.427051,-0.2700579,5.4614353,9.0146,24.377726,4.011646,2.7429929,-2.9276178,0.15380584,-0.8916489,0.049710337,0.12152138,-0.010008659,-0.23261297,-0.9710577,-0.054607086,0.39087045,0.0017135825,0.68690276,-42.980278
-0.47289318,-0.47289294,-9.082412,-9.296986,-0.22148062,5.468078,8.928581,24.387943,4.0568285,2.7763119,-2.92106,0.17100137,-0.8963177,0.020109309,0.11779218,-0.0038526752,-0.24444824,-0.94428027,-0.054902606,0.3685287,0.0033110566,0.70236504,-42.958466
-0.47144192,-0.4714417,-9.05254,-9.289963,-0.17153144,5.4762588,8.839909,24.395473,4.0802455,2.7844582,-2.930297,0.17567119,-0.8978247,0.021097332,0.13210128,-0.01996227,-0.23944381,-0.9443373,-0.05722212,0.37666833,-0.0049566934,0.70646393,-42.910797
-0.43719986,-0.43719962,-9.046637,-9.204311,-0.266851,5.481637,8.757534,24.39855,4.110682,2.7727408,-2.928045,0.1708341,-0.89666593,0.013281101,0.13055429,-0.026447287,-0.24960937,-0.9572384,-0.058006145,0.38211763,-0.007326496,0.72032106,-42.86959
-0.44774646,-0.44774622,-9.082141,-9.080758,-0.26083702,5.484454,8.680109,24.39782,4.190225,2.811798,-2.9432423,0.14498708,-0.891974,-0.007923321,0.13222654,-0.02597782,-0.26788512,-0.9196516,-0.059059117,0.3335049,-0.0061686826,0.7615042,-42.87375
-0.45221108,-0.4522108,-9.046642,-9.077749,-0.17356344,5.4919863,8.600296,24.39066,4.233731,2.7841268,-2.93947,0.1686809,-0.89474106,-0.011660295,0.12723482,-0.00956578,-0.27557802,-0.94954455,-0.054631203,0.37676203,-0.011326601,0.7494579,-42.842033
-0.46049005,-0.46048978,-9.039636,-8.952884,-0.27841985,5.495666,8.520457,24.396784,4.221006,2.7258167,-2.9346595,0.20186256,-0.8947331,-0.01721122,0.121056646,0.0042357263,-0.28669214,-1.0044847,-0.05101067,0.45989197,-0.012141962,0.7226142,-42.757004
-0.4387046,-0.43870437,-9.082753,-8.803687,-0.27167296,5.498325,8.443501,24.398254,4.273229,2.7150383,-2.9277334,0.1805737,-0.8962307,-0.0005392499,0.12971891,-0.002226494,-0.2858716,-0.9969563,-0.042950924,0.43450668,-0.01504208,0.7316065,-42.73726
-0.41443226,-0.41443202,-9.031122,-8.805183,-0.10348511,5.5039473,8.362717,24.395945,4.278564,2.7108884,-2.9301445,0.18358864,-0.89978886,0.018156644,0.1307472,-0.0019972557,-0.28571463,-0.9806369,-0.044230416,0.445437,-0.015588693,0.7140048,-42.664734
-0.42020613,-0.42020592,-9.050135,-8.70472,-0.080246404,5.505053,8.289283,24.39765,4.2974715,2.6780028,-2.9258666,0.19719824,-0.8936443,0.042401575,0.12938899,-0.017539335,-0.257675,-0.9861123,-0.038469158,0.48188815,-0.013570266,0.66799456,-42.61309
-0.4039805,-0.40398026,-9.045076,-8.653072,-0.078494675,5.5111704,8.212952,24.407549,4.272991,2.655774,-2.9218788,0.20294642,-0.8947029,0.024627633,0.13122472,-0.014468952,-0.26660305,-1.0184435,-0.046577074,0.51403916,-0.013913275,0.68142855,-42.526146
-0.40469438,-0.40469414,-8.944572,-8.687915,-0.03463593,5.5152817,8.139751,24.4029,4.309967,2.6746078,-2.9207914,0.1956333,-0.89088356,0.024988249,0.12911718,-0.0060888864,-0.26806605,-1.0044192,-0.052970927,0.49323452,-0.013121925,0.6837832,-42.488823
-0.39996892,-0.39996868,-8.96404,-8.53785,-0.030482005,5.5213213,8.063679,24.405,4.3519654,2.6940694,-2.9187999,0.16785377,-0.89487606,0.010235889,0.12407227,0.0028214748,-0.26043963,-1.003703,-0.05547887,0.4465167,-0.007311076,0.72451735,-42.46472
-0.38747197,-0.3874717,-8.958594,-8.465457,0.0022786306,5.5237746,7.994797,24.396645,4.3478794,2.6755846,-2.9153585,0.1815321,-0.8970412,-0.009591862,0.11974484,0.011166412,-0.26117203,-1.041979,-0.061214335,0.48096848,-0.0076048467,0.7331425,-42.3869
-0.37517434,-0.37517408,-8.895015,-8.437929,-0.04188111,5.5250854,7.926211,24.390915,4.3206043,2.7020414,-2.9228294,0.18369785,-0.88805443,-0.012592762,0.12491984,0.012463898,-0.25396648,-1.026053,-0.06298677,0.46585023,-0.01053422,0.72793865,-42.28481
-0.3736266,-0.37362632,-8.8480625,-8.4110775,0.06733738,5.532336,7.8467355,24.398329,4.3098087,2.7150197,-2.9251752,0.18238392,-0.8885884,-0.010392431,0.12288849,0.015922975,-0.26727083,-1.0054464,-0.07108196,0.4619868,-0.00878416,0.7258354,-42.20607
-0.362342,-0.36234176,-8.826405,-8.286957,0.01901251,5.5318165,7.778659,24.393406,4.3071594,2.6659973,-2.9306915,0.17137715,-0.89007884,-0.023680814,0.12768729,0.002799114,-0.2502705,-1.0901718,-0.06764405,0.50204927,-0.011055288,0.75390816,-42.126545
-0.37977475,-0.37977448,-8.715229,-8.212046,0.032854617,5.532864,7.7119074,24.381721,4.2964277,2.683863,-2.922937,0.15794815,-0.89408463,-0.014707271,0.14504029,-0.017074961,-0.2653084,-1.0322671,-0.06854113,0.4638219,-0.012673931,0.76400036,-42.038574
-0.35568932,-0.35568908,-8.729088,-8.144347,0.061573096,5.5375724,7.6418085,24.368084,4.365262,2.6948814,-2.9275415,0.14292172,-0.88657486,-0.02640873,0.14604528,-0.015430552,-0.26974303,-1.0393536,-0.06895506,0.44271675,-0.011982024,0.7825428,-42.026672
-0.32070303,-0.32070282,-8.688611,-8.129325,0.037810117,5.539523,7.573835,24.3658,4.372842,2.6369412,-2.9275043,0.099914506,-0.8805603,-0.008132554,0.14665481,-0.006153474,-0.27723116,-1.0824617,-0.071342945,0.45991158,-0.013083439,0.80234754,-41.9636
-0.30042878,-0.3004285,-8.695612,-8.027971,-0.013811638,5.5418844,7.5105968,24.3563,4.4175143,2.6699667,-2.9222271,0.10186689,-0.87495565,0.04942289,0.1336879,0.0067854538,-0.27023506,-0.9908481,-0.075391404,0.42758775,-0.012155106,0.73630106,-41.93675
-0.28493387,-0.28493363,-8.713013,-8.003517,0.042524874,5.545495,7.4431434,24.341629,4.4484777,2.6909022,-2.9143467,0.15083122,-0.8832912,0.059201613,0.13341968,0.0035560555,-0.27329895,-0.9618524,-0.08122518,0.45353037,-0.008800098,0.6825318,-41.892014
-0.28243044,-0.2824302,-8.566975,-8.076071,0.051033743,5.549992,7.377983,24.33209,4.44999,2.6659055,-2.9096634,0.14831682,-0.8817354,0.030730283,0.14971353,0.0012341039,-0.29417965,-1.0027763,-0.08912124,0.47915322,-0.0090086,0.7121897,-41.820034
-0.27238077,-0.27238053,-8.52001,-8.078668,0.1419133,5.55297,7.313907,24.324118,4.487816,2.6506782,-2.9121404,0.17541638,-0.876225,0.021620752,0.15253024,0.004428802,-0.29569137,-1.0219251,-0.09193882,0.52678174,-0.009966293,0.68966985,-41.787106
-0.27220646,-0.27220622,-8.497347,-8.104274,0.1372473,5.5526257,7.252097,24.315197,4.4977345,2.6848145,-2.9197335,0.20091186,-0.8749567,0.0674275,0.14382868,0.009189441,-0.27640283,-0.9678296,-0.08493586,0.51872647,-0.009503457,0.61665666,-41.725723
-0.27335268,-0.27335244,-8.470139,-8.009926,0.07926388,5.551865,7.191444,24.298794,4.5361776,2.7092104,-2.9274888,0.19099683,-0.8737702,0.049439695,0.14112662,0.019038899,-0.2826534,-0.97554666,-0.08098303,0.4881341,-0.009879713,0.6437579,-41.686886
-0.30169696,-0.30169672,-8.502746,-7.80758,0.018163921,5.5557904,7.129016,24.28364,4.5556173,2.68893,-2.9089458,0.2031856,-0.87675333,0.03646116,0.14970149,0.0025369544,-0.28751397,-0.98505676,-0.08434678,0.5053532,-0.010042891,0.6477166,-41.634018
-0.28005677,-0.28005654,-8.518874,-7.744951,0.053543273,5.556892,7.0755396,24.252342,4.535182,2.675066,-2.908196,0.22022595,-0.8701318,0.06378784,0.15581629,-0.0030722413,-0.27461106,-0.9784495,-0.0812279,0.5323403,-0.010759153,0.5974568,-41.53177
-0.2805402,-0.28053996,-8.450615,-7.712587,0.008467127,5.5576386,7.017039,24.244757,4.533796,2.6524234,-2.9057326,0.24295793,-0.86860025,0.071806006,0.15772597,-0.0053219604,-0.26940736,-0.9959504,-0.07529247,0.56932,-0.015493293,0.56991255,-41.4655
-0.27426186,-0.27426165,-8.495441,-7.6484394,0.10355211,5.5611563,6.955436,24.231615,4.5471354,2.6428874,-2.9090421,0.22311229,-0.8688038,0.08799682,0.16034283,-0.008985679,-0.28446242,-0.97742975,-0.0826145,0.5695887,-0.013683891,0.57196796,-41.403793
-0.2578546,-0.2578544,-8.446474,-7.581524,0.026446028,5.5649295,6.8990016,24.211576,4.5426483,2.6305013,-2.9087915,0.27031383,-0.86790824,0.1033147,0.16107194,-0.0057458533,-0.28422126,-0.9868302,-0.08117557,0.6274679,-0.017611569,0.5124848,-41.32836
-0.26235425,-0.26235402,-8.453985,-7.528587,0.038600475,5.5694733,6.838602,24.191605,4.5673738,2.572938,-2.9021535,0.3088663,-0.8704628,0.09566535,0.15556926,0.013031577,-0.29581374,-1.0427088,-0.08167854,0.7174913,-0.020671792,0.48718083,-41.277374
-0.24346212,-0.24346189,-8.458349,-7.389527,-0.00023229735,5.575024,6.7780476,24.17674,4.595258,2.5768929,-2.893213,0.28494355,-0.8739408,0.0977789,0.15146868,0.01254867,-0.28591737,-1.0431292,-0.07989686,0.67892194,-0.02102418,0.5128013,-41.236046
-0.25073975,-0.2507395,-8.376699,-7.326056,0.015346283,5.580584,6.721265,24.152897,4.6052375,2.540394,-2.8975968,0.29355848,-0.8739531,0.10151787,0.15641665,0.0010775176,-0.2642606,-1.109171,-0.07419251,0.7227994,-0.022726823,0.5021449,-41.171158
-0.2629095,-0.26290926,-8.298627,-7.2466307,-0.046609614,5.5815578,6.6678514,24.133131,4.6502843,2.5337148,-2.8914678,0.27226618,-0.8783761,0.059788745,0.1592207,0.00084062037,-0.278888,-1.1459869,-0.06941733,0.69730026,-0.020107044,0.5669543,-41.146984
-0.25477242,-0.2547722,-8.3336735,-7.2285995,-0.00909066,5.582525,6.611797,24.11829,4.657219,2.5267043,-2.8908415,0.2661774,-0.8748561,0.0838917,0.16749105,-0.00785806,-0.2960049,-1.0992953,-0.068585515,0.696749,-0.020165803,0.54546654,-41.08509
